bfsakt,gemakt,jahr,wert
1,Aeugst a.A.,2004,0
1,Aeugst a.A.,2005,0
1,Aeugst a.A.,2006,0
1,Aeugst a.A.,2007,0
1,Aeugst a.A.,2008,0
1,Aeugst a.A.,2009,0
1,Aeugst a.A.,2010,0
1,Aeugst a.A.,2011,0
1,Aeugst a.A.,2012,0
1,Aeugst a.A.,2013,0
1,Aeugst a.A.,2014,0
1,Aeugst a.A.,2015,0
1,Aeugst a.A.,2016,0
1,Aeugst a.A.,2017,0
1,Aeugst a.A.,2018,0
1,Aeugst a.A.,2019,0
1,Aeugst a.A.,2020,0
1,Aeugst a.A.,2021,0
1,Aeugst a.A.,2022,0
1,Aeugst a.A.,2023,0
1,Aeugst a.A.,2024,0
2,Affoltern a.A.,2004,0
2,Affoltern a.A.,2005,0
2,Affoltern a.A.,2006,0
2,Affoltern a.A.,2007,0
2,Affoltern a.A.,2008,1493
2,Affoltern a.A.,2009,2749
2,Affoltern a.A.,2010,3892
2,Affoltern a.A.,2011,6770
2,Affoltern a.A.,2012,9722
2,Affoltern a.A.,2013,9957
2,Affoltern a.A.,2014,8022
2,Affoltern a.A.,2015,8694
2,Affoltern a.A.,2016,7725
2,Affoltern a.A.,2017,8793
2,Affoltern a.A.,2018,8662
2,Affoltern a.A.,2019,9928
2,Affoltern a.A.,2020,9091.985
2,Affoltern a.A.,2021,9375.285
2,Affoltern a.A.,2022,9084
2,Affoltern a.A.,2023,8827.215
2,Affoltern a.A.,2024,0
3,Bonstetten,2004,0
3,Bonstetten,2005,0
3,Bonstetten,2006,0
3,Bonstetten,2007,0
3,Bonstetten,2008,0
3,Bonstetten,2009,0
3,Bonstetten,2010,482.751
3,Bonstetten,2011,376.753
3,Bonstetten,2012,391
3,Bonstetten,2013,2097.38
3,Bonstetten,2014,1610.89
3,Bonstetten,2015,1273.865
3,Bonstetten,2016,1493.425
3,Bonstetten,2017,3924.78
3,Bonstetten,2018,4378.712
3,Bonstetten,2019,3951.915
3,Bonstetten,2020,3729.651
3,Bonstetten,2021,4238.351
3,Bonstetten,2022,4076.097
3,Bonstetten,2023,2795.79
3,Bonstetten,2024,2929.694
4,Hausen a.A.,2004,0
4,Hausen a.A.,2005,0
4,Hausen a.A.,2006,0
4,Hausen a.A.,2007,0
4,Hausen a.A.,2008,0
4,Hausen a.A.,2009,0
4,Hausen a.A.,2010,0
4,Hausen a.A.,2011,0
4,Hausen a.A.,2012,0
4,Hausen a.A.,2013,0
4,Hausen a.A.,2014,0
4,Hausen a.A.,2015,0
4,Hausen a.A.,2016,0
4,Hausen a.A.,2017,0
4,Hausen a.A.,2018,0
4,Hausen a.A.,2019,0
4,Hausen a.A.,2020,0
4,Hausen a.A.,2021,0
4,Hausen a.A.,2022,0
4,Hausen a.A.,2023,0
4,Hausen a.A.,2024,0
5,Hedingen,2004,0
5,Hedingen,2005,0
5,Hedingen,2006,0
5,Hedingen,2007,0
5,Hedingen,2008,4002.252
5,Hedingen,2009,12726.167
5,Hedingen,2010,27205.003
5,Hedingen,2011,33569.2
5,Hedingen,2012,40186
5,Hedingen,2013,39045.339
5,Hedingen,2014,35995.071
5,Hedingen,2015,35451.058
5,Hedingen,2016,32825.879
5,Hedingen,2017,37103.779
5,Hedingen,2018,44331.83
5,Hedingen,2019,40778.546
5,Hedingen,2020,38855.863
5,Hedingen,2021,30975.73
5,Hedingen,2022,40590.368
5,Hedingen,2023,35161.791
5,Hedingen,2024,33472.437
6,Kappel a.A.,2004,0
6,Kappel a.A.,2005,0
6,Kappel a.A.,2006,0
6,Kappel a.A.,2007,0
6,Kappel a.A.,2008,0
6,Kappel a.A.,2009,0
6,Kappel a.A.,2010,0
6,Kappel a.A.,2011,0
6,Kappel a.A.,2012,0
6,Kappel a.A.,2013,0
6,Kappel a.A.,2014,0
6,Kappel a.A.,2015,0
6,Kappel a.A.,2016,0
6,Kappel a.A.,2017,0
6,Kappel a.A.,2018,0
6,Kappel a.A.,2019,0
6,Kappel a.A.,2020,0
6,Kappel a.A.,2021,0
6,Kappel a.A.,2022,0
6,Kappel a.A.,2023,0
6,Kappel a.A.,2024,0
7,Knonau,2004,0
7,Knonau,2005,0
7,Knonau,2006,0
7,Knonau,2007,0
7,Knonau,2008,0
7,Knonau,2009,0
7,Knonau,2010,0
7,Knonau,2011,50
7,Knonau,2012,56
7,Knonau,2013,69
7,Knonau,2014,363
7,Knonau,2015,430
7,Knonau,2016,637
7,Knonau,2017,670
7,Knonau,2018,769
7,Knonau,2019,1052
7,Knonau,2020,1208.074
7,Knonau,2021,1463.792
7,Knonau,2022,1329
7,Knonau,2023,1138.986
7,Knonau,2024,0
8,Maschwanden,2004,0
8,Maschwanden,2005,0
8,Maschwanden,2006,0
8,Maschwanden,2007,0
8,Maschwanden,2008,0
8,Maschwanden,2009,0
8,Maschwanden,2010,0
8,Maschwanden,2011,0
8,Maschwanden,2012,0
8,Maschwanden,2013,0
8,Maschwanden,2014,0
8,Maschwanden,2015,0
8,Maschwanden,2016,0
8,Maschwanden,2017,0
8,Maschwanden,2018,0
8,Maschwanden,2019,0
8,Maschwanden,2020,0
8,Maschwanden,2021,0
8,Maschwanden,2022,0
8,Maschwanden,2023,0
8,Maschwanden,2024,0
9,Mettmenstetten,2004,0
9,Mettmenstetten,2005,0
9,Mettmenstetten,2006,0
9,Mettmenstetten,2007,303
9,Mettmenstetten,2008,491
9,Mettmenstetten,2009,1048
9,Mettmenstetten,2010,1123
9,Mettmenstetten,2011,1023
9,Mettmenstetten,2012,1129
9,Mettmenstetten,2013,1350
9,Mettmenstetten,2014,1255
9,Mettmenstetten,2015,1327
9,Mettmenstetten,2016,1386
9,Mettmenstetten,2017,2393
9,Mettmenstetten,2018,2254
9,Mettmenstetten,2019,2525
9,Mettmenstetten,2020,2257.513
9,Mettmenstetten,2021,2656.2560000000003
9,Mettmenstetten,2022,2558
9,Mettmenstetten,2023,1978.968
9,Mettmenstetten,2024,0
10,Obfelden,2004,0
10,Obfelden,2005,0
10,Obfelden,2006,0
10,Obfelden,2007,0
10,Obfelden,2008,593
10,Obfelden,2009,1261
10,Obfelden,2010,3029
10,Obfelden,2011,2942
10,Obfelden,2012,3329
10,Obfelden,2013,4424
10,Obfelden,2014,4119
10,Obfelden,2015,4024
10,Obfelden,2016,3996
10,Obfelden,2017,4257
10,Obfelden,2018,4279
10,Obfelden,2019,4948
10,Obfelden,2020,5156.938443
10,Obfelden,2021,5056.4063510000005
10,Obfelden,2022,3780
10,Obfelden,2023,3457.768
10,Obfelden,2024,0
11,Ottenbach,2004,0
11,Ottenbach,2005,0
11,Ottenbach,2006,0
11,Ottenbach,2007,0
11,Ottenbach,2008,0
11,Ottenbach,2009,139
11,Ottenbach,2010,186
11,Ottenbach,2011,433
11,Ottenbach,2012,500
11,Ottenbach,2013,612
11,Ottenbach,2014,804
11,Ottenbach,2015,825
11,Ottenbach,2016,856
11,Ottenbach,2017,948
11,Ottenbach,2018,914
11,Ottenbach,2019,910
11,Ottenbach,2020,797.73
11,Ottenbach,2021,1030.5639999999999
11,Ottenbach,2022,953
11,Ottenbach,2023,917.27
11,Ottenbach,2024,0
12,Rifferswil,2004,0
12,Rifferswil,2005,0
12,Rifferswil,2006,0
12,Rifferswil,2007,0
12,Rifferswil,2008,0
12,Rifferswil,2009,0
12,Rifferswil,2010,0
12,Rifferswil,2011,0
12,Rifferswil,2012,0
12,Rifferswil,2013,0
12,Rifferswil,2014,0
12,Rifferswil,2015,0
12,Rifferswil,2016,0
12,Rifferswil,2017,0
12,Rifferswil,2018,0
12,Rifferswil,2019,0
12,Rifferswil,2020,0
12,Rifferswil,2021,0
12,Rifferswil,2022,0
12,Rifferswil,2023,0
12,Rifferswil,2024,0
13,Stallikon,2004,0
13,Stallikon,2005,0
13,Stallikon,2006,0
13,Stallikon,2007,0
13,Stallikon,2008,0
13,Stallikon,2009,0
13,Stallikon,2010,0
13,Stallikon,2011,0
13,Stallikon,2012,0
13,Stallikon,2013,0
13,Stallikon,2014,0
13,Stallikon,2015,0
13,Stallikon,2016,0
13,Stallikon,2017,0
13,Stallikon,2018,0
13,Stallikon,2019,0
13,Stallikon,2020,0
13,Stallikon,2021,0
13,Stallikon,2022,0
13,Stallikon,2023,0
13,Stallikon,2024,0
14,Wettswil a.A.,2004,0
14,Wettswil a.A.,2005,0
14,Wettswil a.A.,2006,0
14,Wettswil a.A.,2007,0
14,Wettswil a.A.,2008,921.599
14,Wettswil a.A.,2009,2226.429
14,Wettswil a.A.,2010,2550.648
14,Wettswil a.A.,2011,2608.896
14,Wettswil a.A.,2012,2375
14,Wettswil a.A.,2013,2477.605
14,Wettswil a.A.,2014,2401.258
14,Wettswil a.A.,2015,2698.955
14,Wettswil a.A.,2016,2489.82
14,Wettswil a.A.,2017,2824.562
14,Wettswil a.A.,2018,2717.214
14,Wettswil a.A.,2019,3185.07
14,Wettswil a.A.,2020,3116.124
14,Wettswil a.A.,2021,3549.784
14,Wettswil a.A.,2022,3228.786
14,Wettswil a.A.,2023,2595.639
14,Wettswil a.A.,2024,3307.798
22,Benken,2004,0
22,Benken,2005,0
22,Benken,2006,0
22,Benken,2007,0
22,Benken,2008,0
22,Benken,2009,0
22,Benken,2010,0
22,Benken,2011,0
22,Benken,2012,0
22,Benken,2013,0
22,Benken,2014,0
22,Benken,2015,0
22,Benken,2016,0
22,Benken,2017,0
22,Benken,2018,0
22,Benken,2019,0
22,Benken,2020,0
22,Benken,2021,0
22,Benken,2022,0
22,Benken,2023,0
22,Benken,2024,0
23,Berg a.I.,2004,0
23,Berg a.I.,2005,0
23,Berg a.I.,2006,0
23,Berg a.I.,2007,0
23,Berg a.I.,2008,0
23,Berg a.I.,2009,0
23,Berg a.I.,2010,0
23,Berg a.I.,2011,0
23,Berg a.I.,2012,0
23,Berg a.I.,2013,0
23,Berg a.I.,2014,0
23,Berg a.I.,2015,0
23,Berg a.I.,2016,0
23,Berg a.I.,2017,0
23,Berg a.I.,2018,0
23,Berg a.I.,2019,0
23,Berg a.I.,2020,0
23,Berg a.I.,2021,0
23,Berg a.I.,2022,0
23,Berg a.I.,2023,0
23,Berg a.I.,2024,0
24,Buch am Irchel,2004,0
24,Buch am Irchel,2005,0
24,Buch am Irchel,2006,0
24,Buch am Irchel,2007,0
24,Buch am Irchel,2008,0
24,Buch am Irchel,2009,0
24,Buch am Irchel,2010,0
24,Buch am Irchel,2011,0
24,Buch am Irchel,2012,0
24,Buch am Irchel,2013,0
24,Buch am Irchel,2014,0
24,Buch am Irchel,2015,0
24,Buch am Irchel,2016,0
24,Buch am Irchel,2017,0
24,Buch am Irchel,2018,0
24,Buch am Irchel,2019,0
24,Buch am Irchel,2020,0
24,Buch am Irchel,2021,0
24,Buch am Irchel,2022,0
24,Buch am Irchel,2023,0
24,Buch am Irchel,2024,0
25,Dachsen,2004,0
25,Dachsen,2005,0
25,Dachsen,2006,0
25,Dachsen,2007,0
25,Dachsen,2008,0
25,Dachsen,2009,0
25,Dachsen,2010,0
25,Dachsen,2011,0
25,Dachsen,2012,0
25,Dachsen,2013,0
25,Dachsen,2014,0
25,Dachsen,2015,0
25,Dachsen,2016,0
25,Dachsen,2017,0
25,Dachsen,2018,0
25,Dachsen,2019,0
25,Dachsen,2020,0
25,Dachsen,2021,0
25,Dachsen,2022,0
25,Dachsen,2023,0
25,Dachsen,2024,0
26,Dorf,2004,0
26,Dorf,2005,0
26,Dorf,2006,0
26,Dorf,2007,0
26,Dorf,2008,0
26,Dorf,2009,0
26,Dorf,2010,0
26,Dorf,2011,0
26,Dorf,2012,0
26,Dorf,2013,0
26,Dorf,2014,0
26,Dorf,2015,0
26,Dorf,2016,0
26,Dorf,2017,0
26,Dorf,2018,0
26,Dorf,2019,0
26,Dorf,2020,0
26,Dorf,2021,0
26,Dorf,2022,0
26,Dorf,2023,0
26,Dorf,2024,0
27,Feuerthalen,2004,0
27,Feuerthalen,2005,0
27,Feuerthalen,2006,0
27,Feuerthalen,2007,16494
27,Feuerthalen,2008,18964.5
27,Feuerthalen,2009,21435
27,Feuerthalen,2010,22986
27,Feuerthalen,2011,20011
27,Feuerthalen,2012,19500
27,Feuerthalen,2013,19000
27,Feuerthalen,2014,18694.707
27,Feuerthalen,2015,18694.707
27,Feuerthalen,2016,18694.707
27,Feuerthalen,2017,20432.669
27,Feuerthalen,2018,20432.669
27,Feuerthalen,2019,18834.915
27,Feuerthalen,2020,18588.313
27,Feuerthalen,2021,20492.665
27,Feuerthalen,2022,17425
27,Feuerthalen,2023,16565.8674126768
27,Feuerthalen,2024,16356.599282668
28,Flaach,2004,0
28,Flaach,2005,0
28,Flaach,2006,0
28,Flaach,2007,0
28,Flaach,2008,0
28,Flaach,2009,0
28,Flaach,2010,0
28,Flaach,2011,0
28,Flaach,2012,0
28,Flaach,2013,0
28,Flaach,2014,0
28,Flaach,2015,0
28,Flaach,2016,0
28,Flaach,2017,0
28,Flaach,2018,0
28,Flaach,2019,0
28,Flaach,2020,0
28,Flaach,2021,0
28,Flaach,2022,0
28,Flaach,2023,0
28,Flaach,2024,0
29,Flurlingen,2004,0
29,Flurlingen,2005,0
29,Flurlingen,2006,0
29,Flurlingen,2007,8386
29,Flurlingen,2008,7111
29,Flurlingen,2009,5836
29,Flurlingen,2010,6816
29,Flurlingen,2011,5689
29,Flurlingen,2012,6000
29,Flurlingen,2013,6500
29,Flurlingen,2014,7119.765
29,Flurlingen,2015,7119.765
29,Flurlingen,2016,7119.765
29,Flurlingen,2017,7005.82
29,Flurlingen,2018,7005.82
29,Flurlingen,2019,6876.75
29,Flurlingen,2020,9019.359
29,Flurlingen,2021,10499.587
29,Flurlingen,2022,8408
29,Flurlingen,2023,7987.63781
29,Flurlingen,2024,7928.324
31,Henggart,2004,0
31,Henggart,2005,0
31,Henggart,2006,0
31,Henggart,2007,0
31,Henggart,2008,0
31,Henggart,2009,0
31,Henggart,2010,0
31,Henggart,2011,0
31,Henggart,2012,0
31,Henggart,2013,0
31,Henggart,2014,0
31,Henggart,2015,0
31,Henggart,2016,0
31,Henggart,2017,0
31,Henggart,2018,0
31,Henggart,2019,0
31,Henggart,2020,0
31,Henggart,2021,0
31,Henggart,2022,0
31,Henggart,2023,0
31,Henggart,2024,0
33,Kleinandelfingen,2004,0
33,Kleinandelfingen,2005,0
33,Kleinandelfingen,2006,0
33,Kleinandelfingen,2007,0
33,Kleinandelfingen,2008,0
33,Kleinandelfingen,2009,0
33,Kleinandelfingen,2010,0
33,Kleinandelfingen,2011,0
33,Kleinandelfingen,2012,0
33,Kleinandelfingen,2013,0
33,Kleinandelfingen,2014,0
33,Kleinandelfingen,2015,0
33,Kleinandelfingen,2016,0
33,Kleinandelfingen,2017,0
33,Kleinandelfingen,2018,0
33,Kleinandelfingen,2019,0
33,Kleinandelfingen,2020,0
33,Kleinandelfingen,2021,0
33,Kleinandelfingen,2022,0
33,Kleinandelfingen,2023,0
33,Kleinandelfingen,2024,0
34,Laufen-Uhwiesen,2004,0
34,Laufen-Uhwiesen,2005,0
34,Laufen-Uhwiesen,2006,0
34,Laufen-Uhwiesen,2007,0
34,Laufen-Uhwiesen,2008,0
34,Laufen-Uhwiesen,2009,0
34,Laufen-Uhwiesen,2010,0
34,Laufen-Uhwiesen,2011,0
34,Laufen-Uhwiesen,2012,0
34,Laufen-Uhwiesen,2013,0
34,Laufen-Uhwiesen,2014,0
34,Laufen-Uhwiesen,2015,0
34,Laufen-Uhwiesen,2016,0
34,Laufen-Uhwiesen,2017,0
34,Laufen-Uhwiesen,2018,0
34,Laufen-Uhwiesen,2019,0
34,Laufen-Uhwiesen,2020,0
34,Laufen-Uhwiesen,2021,0
34,Laufen-Uhwiesen,2022,0
34,Laufen-Uhwiesen,2023,0
34,Laufen-Uhwiesen,2024,0
35,Marthalen,2004,0
35,Marthalen,2005,0
35,Marthalen,2006,0
35,Marthalen,2007,0
35,Marthalen,2008,0
35,Marthalen,2009,0
35,Marthalen,2010,0
35,Marthalen,2011,0
35,Marthalen,2012,0
35,Marthalen,2013,0
35,Marthalen,2014,0
35,Marthalen,2015,0
35,Marthalen,2016,0
35,Marthalen,2017,0
35,Marthalen,2018,0
35,Marthalen,2019,0
35,Marthalen,2020,0
35,Marthalen,2021,0
35,Marthalen,2022,0
35,Marthalen,2023,0
35,Marthalen,2024,0
37,Ossingen,2004,0
37,Ossingen,2005,0
37,Ossingen,2006,0
37,Ossingen,2007,0
37,Ossingen,2008,0
37,Ossingen,2009,0
37,Ossingen,2010,0
37,Ossingen,2011,0
37,Ossingen,2012,0
37,Ossingen,2013,0
37,Ossingen,2014,0
37,Ossingen,2015,0
37,Ossingen,2016,0
37,Ossingen,2017,0
37,Ossingen,2018,0
37,Ossingen,2019,0
37,Ossingen,2020,0
37,Ossingen,2021,0
37,Ossingen,2022,0
37,Ossingen,2023,0
37,Ossingen,2024,0
38,Rheinau,2004,0
38,Rheinau,2005,0
38,Rheinau,2006,0
38,Rheinau,2007,0
38,Rheinau,2008,0
38,Rheinau,2009,0
38,Rheinau,2010,0
38,Rheinau,2011,0
38,Rheinau,2012,0
38,Rheinau,2013,0
38,Rheinau,2014,0
38,Rheinau,2015,0
38,Rheinau,2016,0
38,Rheinau,2017,0
38,Rheinau,2018,0
38,Rheinau,2019,0
38,Rheinau,2020,0
38,Rheinau,2021,0
38,Rheinau,2022,0
38,Rheinau,2023,0
38,Rheinau,2024,0
39,Thalheim a.d.Th.,2004,0
39,Thalheim a.d.Th.,2005,0
39,Thalheim a.d.Th.,2006,0
39,Thalheim a.d.Th.,2007,0
39,Thalheim a.d.Th.,2008,0
39,Thalheim a.d.Th.,2009,0
39,Thalheim a.d.Th.,2010,0
39,Thalheim a.d.Th.,2011,0
39,Thalheim a.d.Th.,2012,0
39,Thalheim a.d.Th.,2013,0
39,Thalheim a.d.Th.,2014,0
39,Thalheim a.d.Th.,2015,0
39,Thalheim a.d.Th.,2016,0
39,Thalheim a.d.Th.,2017,0
39,Thalheim a.d.Th.,2018,0
39,Thalheim a.d.Th.,2019,0
39,Thalheim a.d.Th.,2020,0
39,Thalheim a.d.Th.,2021,0
39,Thalheim a.d.Th.,2022,0
39,Thalheim a.d.Th.,2023,0
39,Thalheim a.d.Th.,2024,0
40,Trüllikon,2004,0
40,Trüllikon,2005,0
40,Trüllikon,2006,0
40,Trüllikon,2007,0
40,Trüllikon,2008,0
40,Trüllikon,2009,0
40,Trüllikon,2010,0
40,Trüllikon,2011,0
40,Trüllikon,2012,0
40,Trüllikon,2013,0
40,Trüllikon,2014,0
40,Trüllikon,2015,0
40,Trüllikon,2016,0
40,Trüllikon,2017,0
40,Trüllikon,2018,0
40,Trüllikon,2019,0
40,Trüllikon,2020,0
40,Trüllikon,2021,0
40,Trüllikon,2022,0
40,Trüllikon,2023,0
40,Trüllikon,2024,0
41,Truttikon,2004,0
41,Truttikon,2005,0
41,Truttikon,2006,0
41,Truttikon,2007,0
41,Truttikon,2008,0
41,Truttikon,2009,0
41,Truttikon,2010,0
41,Truttikon,2011,0
41,Truttikon,2012,0
41,Truttikon,2013,0
41,Truttikon,2014,0
41,Truttikon,2015,0
41,Truttikon,2016,0
41,Truttikon,2017,0
41,Truttikon,2018,0
41,Truttikon,2019,0
41,Truttikon,2020,0
41,Truttikon,2021,0
41,Truttikon,2022,0
41,Truttikon,2023,0
41,Truttikon,2024,0
43,Volken,2004,0
43,Volken,2005,0
43,Volken,2006,0
43,Volken,2007,0
43,Volken,2008,0
43,Volken,2009,0
43,Volken,2010,0
43,Volken,2011,0
43,Volken,2012,0
43,Volken,2013,0
43,Volken,2014,0
43,Volken,2015,0
43,Volken,2016,0
43,Volken,2017,0
43,Volken,2018,0
43,Volken,2019,0
43,Volken,2020,0
43,Volken,2021,0
43,Volken,2022,0
43,Volken,2023,0
43,Volken,2024,0
51,Bachenbülach,2004,12663.558
51,Bachenbülach,2005,13453.204
51,Bachenbülach,2006,15491.076
51,Bachenbülach,2007,14438.864
51,Bachenbülach,2008,15987.532
51,Bachenbülach,2009,9819.56
51,Bachenbülach,2010,8499.7
51,Bachenbülach,2011,7735.323
51,Bachenbülach,2012,8549
51,Bachenbülach,2013,7063.132
51,Bachenbülach,2014,5323.241
51,Bachenbülach,2015,5280.954
51,Bachenbülach,2016,6534.601
51,Bachenbülach,2017,6997.081
51,Bachenbülach,2018,7884.933
51,Bachenbülach,2019,7823.949
51,Bachenbülach,2020,9669.407
51,Bachenbülach,2021,10862.78
51,Bachenbülach,2022,10126.705
51,Bachenbülach,2023,8399.246
51,Bachenbülach,2024,7846.746
52,Bassersdorf,2004,0
52,Bassersdorf,2005,0
52,Bassersdorf,2006,0
52,Bassersdorf,2007,0
52,Bassersdorf,2008,0
52,Bassersdorf,2009,0
52,Bassersdorf,2010,0
52,Bassersdorf,2011,0
52,Bassersdorf,2012,0
52,Bassersdorf,2013,0
52,Bassersdorf,2014,0
52,Bassersdorf,2015,0
52,Bassersdorf,2016,0
52,Bassersdorf,2017,0
52,Bassersdorf,2018,0
52,Bassersdorf,2019,0
52,Bassersdorf,2020,0
52,Bassersdorf,2021,0
52,Bassersdorf,2022,0
52,Bassersdorf,2023,0
52,Bassersdorf,2024,0
53,Bülach,2004,13595.499
53,Bülach,2005,16104.252
53,Bülach,2006,21551.568
53,Bülach,2007,19554.493
53,Bülach,2008,24655.484
53,Bülach,2009,27913.515
53,Bülach,2010,28629.989
53,Bülach,2011,27878.642
53,Bülach,2012,30274
53,Bülach,2013,34415.741
53,Bülach,2014,32241.441
53,Bülach,2015,32424.898
53,Bülach,2016,36396.679
53,Bülach,2017,41145.593
53,Bülach,2018,43561.277
53,Bülach,2019,46844.511
53,Bülach,2020,47661.869
53,Bülach,2021,54040.849
53,Bülach,2022,51659.413
53,Bülach,2023,45431.306
53,Bülach,2024,45149.1
54,Dietlikon,2004,0
54,Dietlikon,2005,0
54,Dietlikon,2006,0
54,Dietlikon,2007,40172
54,Dietlikon,2008,48166
54,Dietlikon,2009,47176
54,Dietlikon,2010,45293
54,Dietlikon,2011,43465
54,Dietlikon,2012,47861
54,Dietlikon,2013,51847
54,Dietlikon,2014,40999.936
54,Dietlikon,2015,41441
54,Dietlikon,2016,46829.593
54,Dietlikon,2017,46975.019
54,Dietlikon,2018,43332.14
54,Dietlikon,2019,51371.986
54,Dietlikon,2020,51129.945
54,Dietlikon,2021,57759.017
54,Dietlikon,2022,53071.453
54,Dietlikon,2023,45697.37
54,Dietlikon,2024,45917.093
55,Eglisau,2004,0
55,Eglisau,2005,0
55,Eglisau,2006,0
55,Eglisau,2007,0
55,Eglisau,2008,0
55,Eglisau,2009,0
55,Eglisau,2010,0
55,Eglisau,2011,0
55,Eglisau,2012,0
55,Eglisau,2013,0
55,Eglisau,2014,0
55,Eglisau,2015,0
55,Eglisau,2016,0
55,Eglisau,2017,0
55,Eglisau,2018,0
55,Eglisau,2019,0
55,Eglisau,2020,0
55,Eglisau,2021,0
55,Eglisau,2022,0
55,Eglisau,2023,0
55,Eglisau,2024,0
56,Embrach,2004,0
56,Embrach,2005,0
56,Embrach,2006,0
56,Embrach,2007,0
56,Embrach,2008,0
56,Embrach,2009,0
56,Embrach,2010,0
56,Embrach,2011,0
56,Embrach,2012,0
56,Embrach,2013,0
56,Embrach,2014,0
56,Embrach,2015,0
56,Embrach,2016,0
56,Embrach,2017,0
56,Embrach,2018,0
56,Embrach,2019,0
56,Embrach,2020,0
56,Embrach,2021,0
56,Embrach,2022,0
56,Embrach,2023,0
56,Embrach,2024,0
57,Freienstein-Teufen,2004,0
57,Freienstein-Teufen,2005,0
57,Freienstein-Teufen,2006,0
57,Freienstein-Teufen,2007,0
57,Freienstein-Teufen,2008,0
57,Freienstein-Teufen,2009,0
57,Freienstein-Teufen,2010,0
57,Freienstein-Teufen,2011,0
57,Freienstein-Teufen,2012,0
57,Freienstein-Teufen,2013,0
57,Freienstein-Teufen,2014,0
57,Freienstein-Teufen,2015,0
57,Freienstein-Teufen,2016,0
57,Freienstein-Teufen,2017,0
57,Freienstein-Teufen,2018,0
57,Freienstein-Teufen,2019,0
57,Freienstein-Teufen,2020,0
57,Freienstein-Teufen,2021,0
57,Freienstein-Teufen,2022,0
57,Freienstein-Teufen,2023,0
57,Freienstein-Teufen,2024,0
58,Glattfelden,2004,0
58,Glattfelden,2005,0
58,Glattfelden,2006,0
58,Glattfelden,2007,0
58,Glattfelden,2008,0
58,Glattfelden,2009,0
58,Glattfelden,2010,0
58,Glattfelden,2011,0
58,Glattfelden,2012,0
58,Glattfelden,2013,0
58,Glattfelden,2014,0
58,Glattfelden,2015,0
58,Glattfelden,2016,0
58,Glattfelden,2017,0
58,Glattfelden,2018,0
58,Glattfelden,2019,0
58,Glattfelden,2020,0
58,Glattfelden,2021,0
58,Glattfelden,2022,0
58,Glattfelden,2023,0
58,Glattfelden,2024,0
59,Hochfelden,2004,0
59,Hochfelden,2005,0
59,Hochfelden,2006,0
59,Hochfelden,2007,0
59,Hochfelden,2008,0
59,Hochfelden,2009,0
59,Hochfelden,2010,0
59,Hochfelden,2011,0
59,Hochfelden,2012,0
59,Hochfelden,2013,0
59,Hochfelden,2014,0
59,Hochfelden,2015,0
59,Hochfelden,2016,0
59,Hochfelden,2017,0
59,Hochfelden,2018,0
59,Hochfelden,2019,0
59,Hochfelden,2020,0
59,Hochfelden,2021,0
59,Hochfelden,2022,0
59,Hochfelden,2023,0
59,Hochfelden,2024,0
60,Höri,2004,0
60,Höri,2005,0
60,Höri,2006,0
60,Höri,2007,0
60,Höri,2008,0
60,Höri,2009,0
60,Höri,2010,0
60,Höri,2011,0
60,Höri,2012,0
60,Höri,2013,0
60,Höri,2014,0
60,Höri,2015,0
60,Höri,2016,0
60,Höri,2017,0
60,Höri,2018,0
60,Höri,2019,0
60,Höri,2020,0
60,Höri,2021,0
60,Höri,2022,0
60,Höri,2023,0
60,Höri,2024,0
61,Hüntwangen,2004,0
61,Hüntwangen,2005,0
61,Hüntwangen,2006,0
61,Hüntwangen,2007,0
61,Hüntwangen,2008,0
61,Hüntwangen,2009,0
61,Hüntwangen,2010,0
61,Hüntwangen,2011,0
