bfsakt,gemakt,jahr,wert
61,Hüntwangen,2012,0
61,Hüntwangen,2013,0
61,Hüntwangen,2014,0
61,Hüntwangen,2015,0
61,Hüntwangen,2016,0
61,Hüntwangen,2017,0
61,Hüntwangen,2018,0
61,Hüntwangen,2019,0
61,Hüntwangen,2020,0
61,Hüntwangen,2021,0
61,Hüntwangen,2022,0
61,Hüntwangen,2023,0
61,Hüntwangen,2024,0
62,Kloten,2004,175445.225
62,Kloten,2005,159687.495
62,Kloten,2006,120356.029
62,Kloten,2007,91727.884
62,Kloten,2008,160181.22
62,Kloten,2009,163223.88
62,Kloten,2010,168730.685
62,Kloten,2011,131962.743
62,Kloten,2012,136910
62,Kloten,2013,179186.848
62,Kloten,2014,157428.214036
62,Kloten,2015,154273.891068
62,Kloten,2016,158717.814277
62,Kloten,2017,152097.843
62,Kloten,2018,129000.266
62,Kloten,2019,136048.496
62,Kloten,2020,175617.014
62,Kloten,2021,196204.152
62,Kloten,2022,63797
62,Kloten,2023,48571.483
62,Kloten,2024,49072.022
63,Lufingen,2004,0
63,Lufingen,2005,0
63,Lufingen,2006,0
63,Lufingen,2007,0
63,Lufingen,2008,0
63,Lufingen,2009,0
63,Lufingen,2010,0
63,Lufingen,2011,0
63,Lufingen,2012,0
63,Lufingen,2013,0
63,Lufingen,2014,0
63,Lufingen,2015,0
63,Lufingen,2016,0
63,Lufingen,2017,0
63,Lufingen,2018,0
63,Lufingen,2019,0
63,Lufingen,2020,0
63,Lufingen,2021,0
63,Lufingen,2022,0
63,Lufingen,2023,0
63,Lufingen,2024,0
64,Nürensdorf,2004,0
64,Nürensdorf,2005,0
64,Nürensdorf,2006,0
64,Nürensdorf,2007,0
64,Nürensdorf,2008,0
64,Nürensdorf,2009,0
64,Nürensdorf,2010,0
64,Nürensdorf,2011,0
64,Nürensdorf,2012,0
64,Nürensdorf,2013,0
64,Nürensdorf,2014,0
64,Nürensdorf,2015,0
64,Nürensdorf,2016,0
64,Nürensdorf,2017,0
64,Nürensdorf,2018,0
64,Nürensdorf,2019,0
64,Nürensdorf,2020,0
64,Nürensdorf,2021,0
64,Nürensdorf,2022,0
64,Nürensdorf,2023,0
64,Nürensdorf,2024,0
65,Oberembrach,2004,0
65,Oberembrach,2005,0
65,Oberembrach,2006,0
65,Oberembrach,2007,0
65,Oberembrach,2008,0
65,Oberembrach,2009,0
65,Oberembrach,2010,0
65,Oberembrach,2011,0
65,Oberembrach,2012,0
65,Oberembrach,2013,0
65,Oberembrach,2014,0
65,Oberembrach,2015,0
65,Oberembrach,2016,0
65,Oberembrach,2017,0
65,Oberembrach,2018,0
65,Oberembrach,2019,0
65,Oberembrach,2020,0
65,Oberembrach,2021,0
65,Oberembrach,2022,0
65,Oberembrach,2023,0
65,Oberembrach,2024,0
66,Opfikon,2004,99343.306
66,Opfikon,2005,97911.688
66,Opfikon,2006,94777.259
66,Opfikon,2007,72442.393
66,Opfikon,2008,79087.921
66,Opfikon,2009,79722.825
66,Opfikon,2010,75932.487
66,Opfikon,2011,74548.676
66,Opfikon,2012,76632
66,Opfikon,2013,79026
66,Opfikon,2014,70653.855
66,Opfikon,2015,68530.633445
66,Opfikon,2016,71996.679155
66,Opfikon,2017,73386.802
66,Opfikon,2018,77817.987
66,Opfikon,2019,75813.135
66,Opfikon,2020,76137.384
66,Opfikon,2021,87071.141
66,Opfikon,2022,87215.346
66,Opfikon,2023,69064.83
66,Opfikon,2024,72412.853
67,Rafz,2004,0
67,Rafz,2005,0
67,Rafz,2006,0
67,Rafz,2007,0
67,Rafz,2008,0
67,Rafz,2009,0
67,Rafz,2010,0
67,Rafz,2011,0
67,Rafz,2012,0
67,Rafz,2013,0
67,Rafz,2014,0
67,Rafz,2015,39837.156856
67,Rafz,2016,10370.44397
67,Rafz,2017,0
67,Rafz,2018,0
67,Rafz,2019,0
67,Rafz,2020,0
67,Rafz,2021,0
67,Rafz,2022,0
67,Rafz,2023,0
67,Rafz,2024,0
68,Rorbas,2004,0
68,Rorbas,2005,0
68,Rorbas,2006,0
68,Rorbas,2007,0
68,Rorbas,2008,0
68,Rorbas,2009,0
68,Rorbas,2010,0
68,Rorbas,2011,0
68,Rorbas,2012,0
68,Rorbas,2013,0
68,Rorbas,2014,0
68,Rorbas,2015,0
68,Rorbas,2016,0
68,Rorbas,2017,0
68,Rorbas,2018,0
68,Rorbas,2019,0
68,Rorbas,2020,0
68,Rorbas,2021,0
68,Rorbas,2022,0
68,Rorbas,2023,0
68,Rorbas,2024,0
69,Wallisellen,2004,0
69,Wallisellen,2005,0
69,Wallisellen,2006,0
69,Wallisellen,2007,57913
69,Wallisellen,2008,118436
69,Wallisellen,2009,123361
69,Wallisellen,2010,122548
69,Wallisellen,2011,106000
69,Wallisellen,2012,109972
69,Wallisellen,2013,105772
69,Wallisellen,2014,90410.978
69,Wallisellen,2015,93368
69,Wallisellen,2016,104818.87
69,Wallisellen,2017,103825.53
69,Wallisellen,2018,96934.371
69,Wallisellen,2019,98432.16
69,Wallisellen,2020,95684.614
69,Wallisellen,2021,107313.624
69,Wallisellen,2022,93051.24828676
69,Wallisellen,2023,78541.8
69,Wallisellen,2024,84011.256
70,Wasterkingen,2004,0
70,Wasterkingen,2005,0
70,Wasterkingen,2006,0
70,Wasterkingen,2007,0
70,Wasterkingen,2008,0
70,Wasterkingen,2009,0
70,Wasterkingen,2010,0
70,Wasterkingen,2011,0
70,Wasterkingen,2012,0
70,Wasterkingen,2013,0
70,Wasterkingen,2014,0
70,Wasterkingen,2015,0
70,Wasterkingen,2016,0
70,Wasterkingen,2017,0
70,Wasterkingen,2018,0
70,Wasterkingen,2019,0
70,Wasterkingen,2020,0
70,Wasterkingen,2021,0
70,Wasterkingen,2022,0
70,Wasterkingen,2023,0
70,Wasterkingen,2024,0
71,Wil,2004,0
71,Wil,2005,0
71,Wil,2006,0
71,Wil,2007,0
71,Wil,2008,0
71,Wil,2009,0
71,Wil,2010,0
71,Wil,2011,0
71,Wil,2012,0
71,Wil,2013,0
71,Wil,2014,0
71,Wil,2015,0
71,Wil,2016,0
71,Wil,2017,0
71,Wil,2018,0
71,Wil,2019,0
71,Wil,2020,0
71,Wil,2021,0
71,Wil,2022,0
71,Wil,2023,0
71,Wil,2024,0
72,Winkel,2004,0
72,Winkel,2005,0
72,Winkel,2006,1163.594
72,Winkel,2007,1342.043
72,Winkel,2008,1845.868
72,Winkel,2009,1824.608
72,Winkel,2010,2743.969
72,Winkel,2011,2630.948
72,Winkel,2012,2762
72,Winkel,2013,3170.585
72,Winkel,2014,2905.238
72,Winkel,2015,2564.204
72,Winkel,2016,2857.924
72,Winkel,2017,3167.775
72,Winkel,2018,2654.906
72,Winkel,2019,3654.898
72,Winkel,2020,3540.819
72,Winkel,2021,4068.54
72,Winkel,2022,3420.847
72,Winkel,2023,2765.502
72,Winkel,2024,2765.502
81,Bachs,2004,0
81,Bachs,2005,0
81,Bachs,2006,0
81,Bachs,2007,0
81,Bachs,2008,0
81,Bachs,2009,0
81,Bachs,2010,0
81,Bachs,2011,0
81,Bachs,2012,0
81,Bachs,2013,0
81,Bachs,2014,0
81,Bachs,2015,0
81,Bachs,2016,0
81,Bachs,2017,0
81,Bachs,2018,0
81,Bachs,2019,0
81,Bachs,2020,0
81,Bachs,2021,0
81,Bachs,2022,0
81,Bachs,2023,0
81,Bachs,2024,0
82,Boppelsen,2004,0
82,Boppelsen,2005,0
82,Boppelsen,2006,0
82,Boppelsen,2007,0
82,Boppelsen,2008,0
82,Boppelsen,2009,0
82,Boppelsen,2010,0
82,Boppelsen,2011,0
82,Boppelsen,2012,0
82,Boppelsen,2013,0
82,Boppelsen,2014,0
82,Boppelsen,2015,0
82,Boppelsen,2016,0
82,Boppelsen,2017,0
82,Boppelsen,2018,0
82,Boppelsen,2019,0
82,Boppelsen,2020,0
82,Boppelsen,2021,0
82,Boppelsen,2022,0
82,Boppelsen,2023,0
82,Boppelsen,2024,0
83,Buchs,2004,6853.761
83,Buchs,2005,8935.09
83,Buchs,2006,16059.243
83,Buchs,2007,11182.122
83,Buchs,2008,13117.001
83,Buchs,2009,12438.074
83,Buchs,2010,14369.003
83,Buchs,2011,13842.45
83,Buchs,2012,14498
83,Buchs,2013,17232.107
83,Buchs,2014,15411.148
83,Buchs,2015,15301.983
83,Buchs,2016,11365.956
83,Buchs,2017,19311.537
83,Buchs,2018,18958.627
83,Buchs,2019,19740.415
83,Buchs,2020,20741.9
83,Buchs,2021,25348.466
83,Buchs,2022,25100.771
83,Buchs,2023,20985.327
83,Buchs,2024,18035.359
84,Dällikon,2004,10185.271
84,Dällikon,2005,9558.434
84,Dällikon,2006,9430.732
84,Dällikon,2007,7819.956
84,Dällikon,2008,8744.592
84,Dällikon,2009,8355.601
84,Dällikon,2010,8925.466
84,Dällikon,2011,9388.264
84,Dällikon,2012,10820
84,Dällikon,2013,11728.644
84,Dällikon,2014,11696.083
84,Dällikon,2015,11697.162
84,Dällikon,2016,12398.428
84,Dällikon,2017,13044.33
84,Dällikon,2018,13583.314
84,Dällikon,2019,13451.667
84,Dällikon,2020,11695.729
84,Dällikon,2021,14211.729
84,Dällikon,2022,12835.904
84,Dällikon,2023,10687.895
84,Dällikon,2024,11113.015
85,Dänikon,2004,0
85,Dänikon,2005,0
85,Dänikon,2006,0
85,Dänikon,2007,0
85,Dänikon,2008,0
85,Dänikon,2009,0
85,Dänikon,2010,0
85,Dänikon,2011,0
85,Dänikon,2012,0
85,Dänikon,2013,0
85,Dänikon,2014,0
85,Dänikon,2015,0
85,Dänikon,2016,0
85,Dänikon,2017,0
85,Dänikon,2018,0
85,Dänikon,2019,0
85,Dänikon,2020,0
85,Dänikon,2021,0
85,Dänikon,2022,0
85,Dänikon,2023,0
85,Dänikon,2024,0
86,Dielsdorf,2004,0
86,Dielsdorf,2005,0
86,Dielsdorf,2006,0
86,Dielsdorf,2007,0
86,Dielsdorf,2008,5790.75
86,Dielsdorf,2009,3896.819
86,Dielsdorf,2010,8426.125
86,Dielsdorf,2011,10466.925
86,Dielsdorf,2012,11874
86,Dielsdorf,2013,13679.333
86,Dielsdorf,2014,12700.05
86,Dielsdorf,2015,12167.318
86,Dielsdorf,2016,13150.564
86,Dielsdorf,2017,14829.702
86,Dielsdorf,2018,13680.017
86,Dielsdorf,2019,13335.723
86,Dielsdorf,2020,13299.333
86,Dielsdorf,2021,14531.027
86,Dielsdorf,2022,14079.469
86,Dielsdorf,2023,10497.053
86,Dielsdorf,2024,12234.492
87,Hüttikon,2004,0
87,Hüttikon,2005,0
87,Hüttikon,2006,0
87,Hüttikon,2007,0
87,Hüttikon,2008,0
87,Hüttikon,2009,0
87,Hüttikon,2010,0
87,Hüttikon,2011,0
87,Hüttikon,2012,0
87,Hüttikon,2013,0
87,Hüttikon,2014,0
87,Hüttikon,2015,0
87,Hüttikon,2016,0
87,Hüttikon,2017,0
87,Hüttikon,2018,0
87,Hüttikon,2019,0
87,Hüttikon,2020,0
87,Hüttikon,2021,0
87,Hüttikon,2022,0
87,Hüttikon,2023,0
87,Hüttikon,2024,0
88,Neerach,2004,0
88,Neerach,2005,0
88,Neerach,2006,0
88,Neerach,2007,0
88,Neerach,2008,0
88,Neerach,2009,0
88,Neerach,2010,0
88,Neerach,2011,0
88,Neerach,2012,0
88,Neerach,2013,0
88,Neerach,2014,0
88,Neerach,2015,0
88,Neerach,2016,0
88,Neerach,2017,0
88,Neerach,2018,0
88,Neerach,2019,0
88,Neerach,2020,0
88,Neerach,2021,0
88,Neerach,2022,0
88,Neerach,2023,0
88,Neerach,2024,0
89,Niederglatt,2004,0
89,Niederglatt,2005,0
89,Niederglatt,2006,0
89,Niederglatt,2007,0
89,Niederglatt,2008,0
89,Niederglatt,2009,0
89,Niederglatt,2010,0
89,Niederglatt,2011,0
89,Niederglatt,2012,0
89,Niederglatt,2013,0
89,Niederglatt,2014,0
89,Niederglatt,2015,0
89,Niederglatt,2016,0
89,Niederglatt,2017,0
89,Niederglatt,2018,0
89,Niederglatt,2019,0
89,Niederglatt,2020,0
89,Niederglatt,2021,0
89,Niederglatt,2022,0
89,Niederglatt,2023,0
89,Niederglatt,2024,0
90,Niederhasli,2004,0
90,Niederhasli,2005,0
90,Niederhasli,2006,0
90,Niederhasli,2007,0
90,Niederhasli,2008,0
90,Niederhasli,2009,0
90,Niederhasli,2010,0
90,Niederhasli,2011,0
90,Niederhasli,2012,0
90,Niederhasli,2013,94.866
90,Niederhasli,2014,5455.008
90,Niederhasli,2015,5870.065
90,Niederhasli,2016,6725.325
90,Niederhasli,2017,7682.732
90,Niederhasli,2018,9359.823
90,Niederhasli,2019,10672.674
90,Niederhasli,2020,10671.889
90,Niederhasli,2021,12197.099
90,Niederhasli,2022,10990.465
90,Niederhasli,2023,10015.083
90,Niederhasli,2024,9848.167
91,Niederweningen,2004,0
91,Niederweningen,2005,0
91,Niederweningen,2006,0
91,Niederweningen,2007,0
91,Niederweningen,2008,0
91,Niederweningen,2009,0
91,Niederweningen,2010,0
91,Niederweningen,2011,0
91,Niederweningen,2012,0
91,Niederweningen,2013,0
91,Niederweningen,2014,0
91,Niederweningen,2015,0
91,Niederweningen,2016,0
91,Niederweningen,2017,0
91,Niederweningen,2018,0
91,Niederweningen,2019,0
91,Niederweningen,2020,0
91,Niederweningen,2021,0
91,Niederweningen,2022,0
91,Niederweningen,2023,0
91,Niederweningen,2024,0
92,Oberglatt,2004,0
92,Oberglatt,2005,0
92,Oberglatt,2006,0
92,Oberglatt,2007,0
92,Oberglatt,2008,0
92,Oberglatt,2009,0
92,Oberglatt,2010,0
92,Oberglatt,2011,0
92,Oberglatt,2012,0
92,Oberglatt,2013,0
92,Oberglatt,2014,0
92,Oberglatt,2015,0
92,Oberglatt,2016,0
92,Oberglatt,2017,0
92,Oberglatt,2018,0
92,Oberglatt,2019,0
92,Oberglatt,2020,0
92,Oberglatt,2021,0
92,Oberglatt,2022,0
92,Oberglatt,2023,0
92,Oberglatt,2024,0
93,Oberweningen,2004,0
93,Oberweningen,2005,0
93,Oberweningen,2006,0
93,Oberweningen,2007,0
93,Oberweningen,2008,0
93,Oberweningen,2009,0
93,Oberweningen,2010,0
93,Oberweningen,2011,0
93,Oberweningen,2012,0
93,Oberweningen,2013,0
93,Oberweningen,2014,0
93,Oberweningen,2015,0
93,Oberweningen,2016,0
93,Oberweningen,2017,0
93,Oberweningen,2018,0
93,Oberweningen,2019,0
93,Oberweningen,2020,0
93,Oberweningen,2021,0
93,Oberweningen,2022,0
93,Oberweningen,2023,0
93,Oberweningen,2024,0
94,Otelfingen,2004,0
94,Otelfingen,2005,0
94,Otelfingen,2006,0
94,Otelfingen,2007,0
94,Otelfingen,2008,0
94,Otelfingen,2009,0
94,Otelfingen,2010,0
94,Otelfingen,2011,0
94,Otelfingen,2012,0
94,Otelfingen,2013,0
94,Otelfingen,2014,0
94,Otelfingen,2015,0
94,Otelfingen,2016,0
94,Otelfingen,2017,0
94,Otelfingen,2018,0
94,Otelfingen,2019,0
94,Otelfingen,2020,0
94,Otelfingen,2021,0
94,Otelfingen,2022,0
94,Otelfingen,2023,0
94,Otelfingen,2024,0
95,Regensberg,2004,0
95,Regensberg,2005,0
95,Regensberg,2006,0
95,Regensberg,2007,0
95,Regensberg,2008,0
95,Regensberg,2009,0
95,Regensberg,2010,0
95,Regensberg,2011,0
95,Regensberg,2012,0
95,Regensberg,2013,0
95,Regensberg,2014,0
95,Regensberg,2015,0
95,Regensberg,2016,0
95,Regensberg,2017,0
95,Regensberg,2018,0
95,Regensberg,2019,0
95,Regensberg,2020,0
95,Regensberg,2021,0
95,Regensberg,2022,0
95,Regensberg,2023,0
95,Regensberg,2024,0
96,Regensdorf,2004,72696.217
96,Regensdorf,2005,71106.235
96,Regensdorf,2006,76816.09
96,Regensdorf,2007,61042.488
96,Regensdorf,2008,71310.848
96,Regensdorf,2009,70175.551
96,Regensdorf,2010,71278.72
96,Regensdorf,2011,65982.117
96,Regensdorf,2012,67953
96,Regensdorf,2013,72259.934
96,Regensdorf,2014,64721.553
96,Regensdorf,2015,66416.299
96,Regensdorf,2016,68883.356
96,Regensdorf,2017,70531.992
96,Regensdorf,2018,70531.992
96,Regensdorf,2019,70034.482
96,Regensdorf,2020,77725.615
96,Regensdorf,2021,89586.42
96,Regensdorf,2022,87087.984
96,Regensdorf,2023,76012.565
96,Regensdorf,2024,77998.166
97,Rümlang,2004,21826.722
97,Rümlang,2005,22227.333
97,Rümlang,2006,22353.354
97,Rümlang,2007,19563.315
97,Rümlang,2008,24717.516
97,Rümlang,2009,26354.554
97,Rümlang,2010,28379.308
97,Rümlang,2011,27569.541
97,Rümlang,2012,29156
97,Rümlang,2013,34399.48
97,Rümlang,2014,29609.18
97,Rümlang,2015,31761.241
97,Rümlang,2016,32782.273
97,Rümlang,2017,33529.74216
97,Rümlang,2018,33909.844
97,Rümlang,2019,34825.905
97,Rümlang,2020,32547.054
97,Rümlang,2021,38669.648
97,Rümlang,2022,35450.476
97,Rümlang,2023,28824.105
97,Rümlang,2024,26116.591
98,Schleinikon,2004,0
98,Schleinikon,2005,0
98,Schleinikon,2006,0
98,Schleinikon,2007,0
98,Schleinikon,2008,0
98,Schleinikon,2009,0
98,Schleinikon,2010,0
98,Schleinikon,2011,0
98,Schleinikon,2012,0
98,Schleinikon,2013,0
98,Schleinikon,2014,0
98,Schleinikon,2015,0
98,Schleinikon,2016,0
98,Schleinikon,2017,0
98,Schleinikon,2018,0
98,Schleinikon,2019,0
98,Schleinikon,2020,0
98,Schleinikon,2021,0
98,Schleinikon,2022,0
98,Schleinikon,2023,0
98,Schleinikon,2024,0
99,Schöfflisdorf,2004,0
99,Schöfflisdorf,2005,0
99,Schöfflisdorf,2006,0
99,Schöfflisdorf,2007,0
99,Schöfflisdorf,2008,0
99,Schöfflisdorf,2009,0
99,Schöfflisdorf,2010,0
99,Schöfflisdorf,2011,0
99,Schöfflisdorf,2012,0
99,Schöfflisdorf,2013,0
99,Schöfflisdorf,2014,0
99,Schöfflisdorf,2015,0
99,Schöfflisdorf,2016,0
99,Schöfflisdorf,2017,0
99,Schöfflisdorf,2018,0
99,Schöfflisdorf,2019,0
99,Schöfflisdorf,2020,0
99,Schöfflisdorf,2021,0
99,Schöfflisdorf,2022,0
99,Schöfflisdorf,2023,0
99,Schöfflisdorf,2024,0
100,Stadel,2004,0
100,Stadel,2005,0
100,Stadel,2006,0
100,Stadel,2007,0
100,Stadel,2008,0
100,Stadel,2009,0
100,Stadel,2010,0
100,Stadel,2011,0
100,Stadel,2012,0
100,Stadel,2013,0
100,Stadel,2014,0
100,Stadel,2015,0
100,Stadel,2016,0
100,Stadel,2017,0
100,Stadel,2018,0
100,Stadel,2019,0
100,Stadel,2020,0
100,Stadel,2021,0
100,Stadel,2022,0
100,Stadel,2023,0
100,Stadel,2024,0
101,Steinmaur,2004,0
101,Steinmaur,2005,0
101,Steinmaur,2006,0
101,Steinmaur,2007,0
101,Steinmaur,2008,0
101,Steinmaur,2009,0
101,Steinmaur,2010,0
101,Steinmaur,2011,0
101,Steinmaur,2012,2238
101,Steinmaur,2013,2405.057
101,Steinmaur,2014,2042.8
101,Steinmaur,2015,5086.35
101,Steinmaur,2016,2098.363
101,Steinmaur,2017,4258.082
101,Steinmaur,2018,5671.327
101,Steinmaur,2019,6159.345
101,Steinmaur,2020,5721.152
101,Steinmaur,2021,6054.173
101,Steinmaur,2022,5981.571
101,Steinmaur,2023,4525.347
101,Steinmaur,2024,4776.356
102,Weiach,2004,0
102,Weiach,2005,0
102,Weiach,2006,0
102,Weiach,2007,0
102,Weiach,2008,0
102,Weiach,2009,0
102,Weiach,2010,0
102,Weiach,2011,0
102,Weiach,2012,0
102,Weiach,2013,0
102,Weiach,2014,0
102,Weiach,2015,0
102,Weiach,2016,0
102,Weiach,2017,0
102,Weiach,2018,0
102,Weiach,2019,0
102,Weiach,2020,0
102,Weiach,2021,0
102,Weiach,2022,0
102,Weiach,2023,0
102,Weiach,2024,0
111,Bäretswil,2004,0
111,Bäretswil,2005,0
111,Bäretswil,2006,0
111,Bäretswil,2007,0
111,Bäretswil,2008,0
111,Bäretswil,2009,0
111,Bäretswil,2010,0
111,Bäretswil,2011,0
111,Bäretswil,2012,0
111,Bäretswil,2013,0
111,Bäretswil,2014,0
111,Bäretswil,2015,0
111,Bäretswil,2016,0
111,Bäretswil,2017,0
111,Bäretswil,2018,0
111,Bäretswil,2019,0
111,Bäretswil,2020,0
111,Bäretswil,2021,0
111,Bäretswil,2022,0
111,Bäretswil,2023,0
111,Bäretswil,2024,0
112,Bubikon,2004,0
112,Bubikon,2005,0
112,Bubikon,2006,0
112,Bubikon,2007,0
112,Bubikon,2008,17171
112,Bubikon,2009,15913
112,Bubikon,2010,18108
112,Bubikon,2011,18056
112,Bubikon,2012,21993
112,Bubikon,2013,22990
112,Bubikon,2014,18020.893093226972
112,Bubikon,2015,19000
112,Bubikon,2016,20000
112,Bubikon,2017,21000
112,Bubikon,2018,20000
112,Bubikon,2019,20000
112,Bubikon,2020,19000
112,Bubikon,2021,22000
112,Bubikon,2022,19427
112,Bubikon,2023,18769
112,Bubikon,2024,19150
113,Dürnten,2004,0
113,Dürnten,2005,0
113,Dürnten,2006,0
113,Dürnten,2007,0
113,Dürnten,2008,19522
113,Dürnten,2009,20091
113,Dürnten,2010,20116
113,Dürnten,2011,20212
113,Dürnten,2012,23985
113,Dürnten,2013,26921
113,Dürnten,2014,20305.19903372385
113,Dürnten,2015,20000
113,Dürnten,2016,21000
113,Dürnten,2017,23000
113,Dürnten,2018,22000
113,Dürnten,2019,22000
113,Dürnten,2020,21000
113,Dürnten,2021,25000
113,Dürnten,2022,21051
113,Dürnten,2023,19225
113,Dürnten,2024,20561
114,Fischenthal,2004,0
114,Fischenthal,2005,0
114,Fischenthal,2006,0
114,Fischenthal,2007,0
114,Fischenthal,2008,0
114,Fischenthal,2009,0
114,Fischenthal,2010,0
114,Fischenthal,2011,0
114,Fischenthal,2012,0
114,Fischenthal,2013,0
114,Fischenthal,2014,0
114,Fischenthal,2015,0
114,Fischenthal,2016,0
114,Fischenthal,2017,0
114,Fischenthal,2018,0
114,Fischenthal,2019,0
114,Fischenthal,2020,0
114,Fischenthal,2021,0
114,Fischenthal,2022,0
114,Fischenthal,2023,0
114,Fischenthal,2024,0
115,Gossau,2004,0
115,Gossau,2005,0
115,Gossau,2006,0
115,Gossau,2007,0
115,Gossau,2008,0
115,Gossau,2009,0
115,Gossau,2010,0
115,Gossau,2011,0
115,Gossau,2012,0
115,Gossau,2013,0
115,Gossau,2014,0
115,Gossau,2015,0
115,Gossau,2016,570.066
115,Gossau,2017,3696.097
115,Gossau,2018,6842.573
115,Gossau,2019,8614.558
115,Gossau,2020,10952.998
115,Gossau,2021,11419.604
115,Gossau,2022,12152.892
115,Gossau,2023,9972.29
115,Gossau,2024,11242.493
116,Grüningen,2004,0
116,Grüningen,2005,0
116,Grüningen,2006,0
116,Grüningen,2007,0
116,Grüningen,2008,0
116,Grüningen,2009,0
116,Grüningen,2010,0
116,Grüningen,2011,0
116,Grüningen,2012,0
116,Grüningen,2013,0
116,Grüningen,2014,0
116,Grüningen,2015,0
116,Grüningen,2016,0
116,Grüningen,2017,0
116,Grüningen,2018,0
116,Grüningen,2019,0
116,Grüningen,2020,0
116,Grüningen,2021,0
116,Grüningen,2022,0
116,Grüningen,2023,0
116,Grüningen,2024,0
117,Hinwil,2004,0
117,Hinwil,2005,0
117,Hinwil,2006,0
117,Hinwil,2007,0
117,Hinwil,2008,28624
117,Hinwil,2009,40342
117,Hinwil,2010,40003
117,Hinwil,2011,35091
117,Hinwil,2012,38719
117,Hinwil,2013,40895
117,Hinwil,2014,32924.5210245851
117,Hinwil,2015,31000
117,Hinwil,2016,30000
117,Hinwil,2017,30000
117,Hinwil,2018,29000
117,Hinwil,2019,32000
117,Hinwil,2020,31000
117,Hinwil,2021,39000
117,Hinwil,2022,33409
117,Hinwil,2023,27447
117,Hinwil,2024,31157
118,Rüti,2004,0
118,Rüti,2005,0
118,Rüti,2006,0
118,Rüti,2007,0
118,Rüti,2008,53100
118,Rüti,2009,53560
118,Rüti,2010,55986
118,Rüti,2011,51465
118,Rüti,2012,63865
118,Rüti,2013,67570
118,Rüti,2014,52221.95184846409
118,Rüti,2015,55000
118,Rüti,2016,61000
118,Rüti,2017,61000
118,Rüti,2018,58000
118,Rüti,2019,64000
118,Rüti,2020,63000
118,Rüti,2021,73000
118,Rüti,2022,59242
118,Rüti,2023,54699
118,Rüti,2024,58794
119,Seegräben,2004,0
119,Seegräben,2005,4256.023142
119,Seegräben,2006,4470.774889
119,Seegräben,2007,3787.808899
119,Seegräben,2008,4574.242316
119,Seegräben,2009,4984.655151000001
119,Seegräben,2010,5111.158017
119,Seegräben,2011,4948.8054056
119,Seegräben,2012,4241
119,Seegräben,2013,4564
119,Seegräben,2014,3987.976486860309
119,Seegräben,2015,4103.24560363565
119,Seegräben,2016,4242.73443983403
119,Seegräben,2017,4281.447342422452
119,Seegräben,2018,4072.036949219527
119,Seegräben,2019,3649.026
119,Seegräben,2020,2417.8397
