jahr;bfsnr;ort;anlage;rubrik;thema;subthema;wert;einheit
2015;295;Horgen;KVA Horgen;Wärme;KVA;Dampfproduktion;103757;MWh
2016;117;Hinwil;KEZO Hinwil;Wärme;KVA;Dampfproduktion;525823;MWh
2016;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Dampfproduktion;305652;MWh
2016;261;Zürich;ERZ Hagenholz;Wärme;KVA;Dampfproduktion;657858;MWh
2016;230;Winterthur;KVA Winterthur;Wärme;KVA;Dampfproduktion;564477;MWh
2016;243;Dietikon;KV Limeco;Wärme;KVA;Dampfproduktion;263753;MWh
2016;295;Horgen;KVA Horgen;Wärme;KVA;Dampfproduktion;100242;MWh
2017;117;Hinwil;KEZO Hinwil;Wärme;KVA;Dampfproduktion;536629;MWh
2017;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Dampfproduktion;309460;MWh
2017;261;Zürich;ERZ Hagenholz;Wärme;KVA;Dampfproduktion;661582;MWh
2017;230;Winterthur;KVA Winterthur;Wärme;KVA;Dampfproduktion;576387;MWh
2017;243;Dietikon;KV Limeco;Wärme;KVA;Dampfproduktion;255822;MWh
2017;295;Horgen;KVA Horgen;Wärme;KVA;Dampfproduktion;106147;MWh
2018;117;Hinwil;KEZO Hinwil;Wärme;KVA;Dampfproduktion;523305;MWh
2018;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Dampfproduktion;316599;MWh
2018;261;Zürich;ERZ Hagenholz;Wärme;KVA;Dampfproduktion;659458;MWh
2018;230;Winterthur;KVA Winterthur;Wärme;KVA;Dampfproduktion;578325;MWh
2018;243;Dietikon;KV Limeco;Wärme;KVA;Dampfproduktion;259505;MWh
2018;295;Horgen;KVA Horgen;Wärme;KVA;Dampfproduktion;107396;MWh
2019;117;Hinwil;KEZO Hinwil;Wärme;KVA;Dampfproduktion;520606;MWh
2019;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Dampfproduktion;312476;MWh
2019;261;Zürich;ERZ Hagenholz;Wärme;KVA;Dampfproduktion;653151;MWh
2019;230;Winterthur;KVA Winterthur;Wärme;KVA;Dampfproduktion;576823;MWh
2019;243;Dietikon;KV Limeco;Wärme;KVA;Dampfproduktion;260429;MWh
2019;295;Horgen;KVA Horgen;Wärme;KVA;Dampfproduktion;105047;MWh
2020;117;Hinwil;KEZO Hinwil;Wärme;KVA;Dampfproduktion;531482;MWh
2020;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Dampfproduktion;312663;MWh
2020;261;Zürich;ERZ Hagenholz;Wärme;KVA;Dampfproduktion;661975;MWh
2020;230;Winterthur;KVA Winterthur;Wärme;KVA;Dampfproduktion;573356;MWh
2020;243;Dietikon;KV Limeco;Wärme;KVA;Dampfproduktion;263593;MWh
2020;295;Horgen;KVA Horgen;Wärme;KVA;Dampfproduktion;108298;MWh
2021;117;Hinwil;KEZO Hinwil;Wärme;KVA;Dampfproduktion;527886;MWh
2021;261;Zürich;ERZ Hagenholz;Wärme;KVA;Dampfproduktion;654203;MWh
2021;230;Winterthur;KVA Winterthur;Wärme;KVA;Dampfproduktion;543275;MWh
2021;243;Dietikon;KV Limeco;Wärme;KVA;Dampfproduktion;248482;MWh
2021;295;Horgen;KVA Horgen;Wärme;KVA;Dampfproduktion;104637;MWh
2022;117;Hinwil;KEZO Hinwil;Wärme;KVA;Dampfproduktion;482614;MWh
2022;261;Zürich;ERZ Hagenholz;Wärme;KVA;Dampfproduktion;585034;MWh
2022;230;Winterthur;KVA Winterthur;Wärme;KVA;Dampfproduktion;514747;MWh
2022;243;Dietikon;KV Limeco;Wärme;KVA;Dampfproduktion;247719;MWh
2022;295;Horgen;KVA Horgen;Wärme;KVA;Dampfproduktion;104390;MWh
2005;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;177958;t
2005;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;161717;t
2005;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;165772;t
2005;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;165998;t
2005;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;83204;t
2005;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;61043;t
2006;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;;t
2006;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;;t
2006;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;;t
2006;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;;t
2006;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;;t
2006;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;;t
2007;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;;t
2007;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;;t
2007;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;;t
2007;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;;t
2007;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;;t
2007;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;;t
2008;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;;t
2008;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;;t
2008;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;;t
2008;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;;t
2008;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;;t
2008;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;;t
2009;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;200617;t
2009;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;155319;t
2009;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;219643;t
2009;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;124838;t
2009;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;88418;t
2009;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;70017;t
2010;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;191217;t
2010;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;164455;t
2010;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;209963;t
2010;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;104834;t
2010;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;87221;t
2010;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;71124;t
2011;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;206757;t
2011;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;116928;t
2011;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;272328;t
2011;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;104677;t
2011;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;88377;t
2011;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;70130;t
2012;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;188302;t
2012;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;122000;t
2012;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;268609;t
2012;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;147853;t
2012;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;85984;t
2012;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;69717;t
2013;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;194044;t
2013;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;124736;t
2013;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;258207;t
2013;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;172495;t
2013;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;84744;t
2013;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;68571;t
2014;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;193163;t
2014;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;124053;t
2014;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;265531;t
2014;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;164610;t
2014;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;86302;t
2014;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;68762;t
2015;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;190950;t
2015;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;123438;t
2015;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;254303;t
2015;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;195275;t
2015;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;85266;t
2015;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;38222;t
2016;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;186184;t
2016;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;123937;t
2016;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;250910;t
2016;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;201438;t
2016;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;95690;t
2016;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;39107;t
2017;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;188524;t
2017;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;124806;t
2017;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;240052;t
2017;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;200728;t
2017;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;91119;t
2017;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;40013;t
2018;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;183769;t
2018;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;123856;t
2018;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;250701;t
2018;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;197578;t
2018;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;92600;t
2018;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;36044;t
2019;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;189609;t
2019;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;126957;t
2019;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;244879;t
2019;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;201006;t
2019;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;94112;t
2019;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;34953;t
2020;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;187332;t
2020;261;Zürich;ERZ Josefstrasse;Sonstiges;KVA;Abfallmenge;126127;t
2020;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;250254;t
2020;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;194005;t
2020;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;93870;t
2020;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;36536;t
2021;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;188334;t
2021;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;259070;t
2021;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;190880;t
2021;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;95354;t
2021;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;39747;t
2022;117;Hinwil;KEZO Hinwil;Sonstiges;KVA;Abfallmenge;170166;t
2022;261;Zürich;ERZ Hagenholz;Sonstiges;KVA;Abfallmenge;242742;t
2022;230;Winterthur;KVA Winterthur;Sonstiges;KVA;Abfallmenge;185807;t
2022;243;Dietikon;KV Limeco;Sonstiges;KVA;Abfallmenge;95047;t
2022;295;Horgen;KVA Horgen;Sonstiges;KVA;Abfallmenge;38541;t
2012;117;Hinwil;KEZO Hinwil;Wärme;KVA;Heizwert Hu;188302;Hu
2012;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Heizwert Hu;122000;Hu
2012;261;Zürich;ERZ Hagenholz;Wärme;KVA;Heizwert Hu;268609;Hu
2012;230;Winterthur;KVA Winterthur;Wärme;KVA;Heizwert Hu;147853;Hu
2012;243;Dietikon;KV Limeco;Wärme;KVA;Heizwert Hu;85984;Hu
2012;295;Horgen;KVA Horgen;Wärme;KVA;Heizwert Hu;69717;Hu
2013;117;Hinwil;KEZO Hinwil;Wärme;KVA;Heizwert Hu;194044;Hu
2013;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Heizwert Hu;124736;Hu
2013;261;Zürich;ERZ Hagenholz;Wärme;KVA;Heizwert Hu;258207;Hu
2013;230;Winterthur;KVA Winterthur;Wärme;KVA;Heizwert Hu;172495;Hu
2013;243;Dietikon;KV Limeco;Wärme;KVA;Heizwert Hu;84744;Hu
2013;295;Horgen;KVA Horgen;Wärme;KVA;Heizwert Hu;68571;Hu
2014;117;Hinwil;KEZO Hinwil;Wärme;KVA;Heizwert Hu;193163;Hu
2014;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Heizwert Hu;124053;Hu
2014;261;Zürich;ERZ Hagenholz;Wärme;KVA;Heizwert Hu;265531;Hu
2014;230;Winterthur;KVA Winterthur;Wärme;KVA;Heizwert Hu;164610;Hu
2014;243;Dietikon;KV Limeco;Wärme;KVA;Heizwert Hu;86302;Hu
2014;295;Horgen;KVA Horgen;Wärme;KVA;Heizwert Hu;68762;Hu
2015;117;Hinwil;KEZO Hinwil;Wärme;KVA;Heizwert Hu;190950;Hu
2015;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Heizwert Hu;123438;Hu
2015;261;Zürich;ERZ Hagenholz;Wärme;KVA;Heizwert Hu;254303;Hu
2015;230;Winterthur;KVA Winterthur;Wärme;KVA;Heizwert Hu;195275;Hu
2015;243;Dietikon;KV Limeco;Wärme;KVA;Heizwert Hu;85266;Hu
2015;295;Horgen;KVA Horgen;Wärme;KVA;Heizwert Hu;38222;Hu
2016;117;Hinwil;KEZO Hinwil;Wärme;KVA;Heizwert Hu;186184;Hu
2016;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Heizwert Hu;123937;Hu
2016;261;Zürich;ERZ Hagenholz;Wärme;KVA;Heizwert Hu;250910;Hu
2016;230;Winterthur;KVA Winterthur;Wärme;KVA;Heizwert Hu;201438;Hu
2016;243;Dietikon;KV Limeco;Wärme;KVA;Heizwert Hu;95690;Hu
2016;295;Horgen;KVA Horgen;Wärme;KVA;Heizwert Hu;39107;Hu
2017;117;Hinwil;KEZO Hinwil;Wärme;KVA;Heizwert Hu;188524;Hu
2017;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Heizwert Hu;124806;Hu
2017;261;Zürich;ERZ Hagenholz;Wärme;KVA;Heizwert Hu;240052;Hu
2017;230;Winterthur;KVA Winterthur;Wärme;KVA;Heizwert Hu;200728;Hu
2017;243;Dietikon;KV Limeco;Wärme;KVA;Heizwert Hu;91119;Hu
2017;295;Horgen;KVA Horgen;Wärme;KVA;Heizwert Hu;40013;Hu
2018;117;Hinwil;KEZO Hinwil;Wärme;KVA;Heizwert Hu;183769;Hu
2018;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Heizwert Hu;123856;Hu
2018;261;Zürich;ERZ Hagenholz;Wärme;KVA;Heizwert Hu;250701;Hu
2018;230;Winterthur;KVA Winterthur;Wärme;KVA;Heizwert Hu;197578;Hu
2018;243;Dietikon;KV Limeco;Wärme;KVA;Heizwert Hu;92600;Hu
2018;295;Horgen;KVA Horgen;Wärme;KVA;Heizwert Hu;36044;Hu
2019;117;Hinwil;KEZO Hinwil;Wärme;KVA;Heizwert Hu;189609;Hu
2019;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Heizwert Hu;126957;Hu
2019;261;Zürich;ERZ Hagenholz;Wärme;KVA;Heizwert Hu;244879;Hu
2019;230;Winterthur;KVA Winterthur;Wärme;KVA;Heizwert Hu;201006;Hu
2019;243;Dietikon;KV Limeco;Wärme;KVA;Heizwert Hu;94112;Hu
2019;295;Horgen;KVA Horgen;Wärme;KVA;Heizwert Hu;34953;Hu
2020;117;Hinwil;KEZO Hinwil;Wärme;KVA;Heizwert Hu;187332;Hu
2020;261;Zürich;ERZ Josefstrasse;Wärme;KVA;Heizwert Hu;126127;Hu
2020;261;Zürich;ERZ Hagenholz;Wärme;KVA;Heizwert Hu;250254;Hu
2020;230;Winterthur;KVA Winterthur;Wärme;KVA;Heizwert Hu;194005;Hu
2020;243;Dietikon;KV Limeco;Wärme;KVA;Heizwert Hu;93870;Hu
2020;295;Horgen;KVA Horgen;Wärme;KVA;Heizwert Hu;36536;Hu
2021;117;Hinwil;KEZO Hinwil;Wärme;KVA;Heizwert Hu;188334;Hu
2021;261;Zürich;ERZ Hagenholz;Wärme;KVA;Heizwert Hu;259070;Hu
2021;230;Winterthur;KVA Winterthur;Wärme;KVA;Heizwert Hu;190880;Hu
2021;243;Dietikon;KV Limeco;Wärme;KVA;Heizwert Hu;95354;Hu
2021;295;Horgen;KVA Horgen;Wärme;KVA;Heizwert Hu;39747;Hu
2022;117;Hinwil;KEZO Hinwil;Wärme;KVA;Heizwert Hu;170166;Hu
2022;261;Zürich;ERZ Hagenholz;Wärme;KVA;Heizwert Hu;242742;Hu
2022;230;Winterthur;KVA Winterthur;Wärme;KVA;Heizwert Hu;185807;Hu
2022;243;Dietikon;KV Limeco;Wärme;KVA;Heizwert Hu;95047;Hu
2022;295;Horgen;KVA Horgen;Wärme;KVA;Heizwert Hu;38541;Hu
